path;total_conversions;total_conversion_value;total_null
snapchat > snapchat > snapchat > snapchat > FB > snapchat > Pinterest;1;4.672;3
display > display > display > display > display > display > Tiktok > display;1;1.684;3
paid search > snapchat > offline > snapchat > snapchat > display > snapchat > snapchat > snapchat > Tiktok;1;8.472;2
paid search > paid search > paid search > display > Tiktok;1;4.01;2
FB > retargeting> Tiktok > Bing > retargeting> Bing > FB;1;3.2;2
FB > paid search > FB;1;9.199;2
snapchat;2;12.6;6
snapchat > paid search;1;2.877;2
paid search > snapchat > paid search > snapchat > Tiktok > display > paid search;1;2.35;3
paid search > Tiktok > paid search > paid search > Pinterest > paid search > paid search > retargeting> paid search;0;0;3
paid search > snapchat > paid search > FB > FB > paid search > Pinterest;1;4.3;3
Tiktok > display > Tiktok > Tiktok > Tiktok > Tiktok > display;1;9.099;3
FB > FB > FB;1;3.8;2
paid search > Pinterest > paid search > offline > Tiktok > paid search > paid search > Bing;1;4.318;3
Pinterest > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Pinterest > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Pinterest > Tiktok;1;2.552;3
snapchat > snapchat > FB;1;3.519;3
paid search > display > display > Tiktok > display > Tiktok > paid search > Tiktok;1;4.736;2
snapchat > FB > Tiktok > paid search > Tiktok > paid search > paid search > paid search > Pinterest > Tiktok > snapchat > Tiktok;1;1.53;3
FB > display;1;4.558;2
paid search > Pinterest > paid search > paid search > Pinterest;2;6.2;5
paid search > Pinterest > Pinterest > Pinterest > Tiktok > Pinterest;0;0;3
Tiktok > snapchat > Tiktok > snapchat > snapchat > Tiktok > FB > Tiktok > Tiktok > Tiktok > FB > snapchat > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Retargeting;0;0;3
paid search > FB > display > paid search > paid search > Tiktok;1;2.191;2
Pinterest > paid search > display > offline > display > Tiktok;1;2.871;3
FB > snapchat > FB > Tiktok;1;7.45;3
paid search > snapchat > FB > FB > snapchat > paid search > Tiktok > Bing;0;0;2
paid search > snapchat > Tiktok;1;4.25;2
Pinterest > offline > Tiktok;1;4.602;3
FB > FB > FB;1;6.63;3
paid search > paid search > paid search > FB > Tiktok;1;4.375;2
paid search > FB > display > FB;1;6.174;3
FB;1;4.74;3
paid search > snapchat > paid search > display;1;2.427;3
snapchat > FB;1;4.798;2
paid search > paid search > paid search > paid search > paid search;0;0;2
Pinterest > snapchat > paid search;1;2.994;2
Pinterest > FB;0;0;2
snapchat > snapchat > snapchat > paid search > FB > Tiktok;1;1.462;3
paid search > paid search > display > Tiktok;1;1.9;3
FB > Tiktok > paid search > FB > Tiktok;0;0;2
snapchat > paid search > snapchat > FB > Tiktok;0;0;3
offline > FB;1;5.717;2
paid search > paid search > display > paid search > display;2;6.56;6
paid search > paid search > paid search > Tiktok > Tiktok;1;2.288;2
snapchat > FB;1;3.532;3
offline > Pinterest > Tiktok > Tiktok;1;2.004;2
snapchat > Tiktok > display > snapchat > display;1;10.235;3
offline > paid search > display;1;2.302;3
display > display > display > display > display > display > display > paid search > display;1;3;3
Pinterest > FB > Tiktok > Tiktok > Pinterest > paid search;1;3.94;3
display > display > display > paid search > Pinterest > display > Tiktok > Pinterest > display > Tiktok;1;5.109;3
FB > Pinterest > Pinterest > display > Pinterest > Pinterest > Tiktok > Bing > FB > display > display;1;1.85;3
snapchat > snapchat > snapchat > FB > FB;1;3.47;2
paid search > paid search > paid search > Tiktok > paid search > paid search > paid search > paid search;0;0;2
snapchat > Pinterest > display > display > Pinterest > display > display > display > display > Tiktok > display > display > display;1;1.937;3
paid search > Tiktok > FB > FB > FB > Tiktok > FB > FB > paid search > Tiktok > paid search > Tiktok > Tiktok > FB;1;3.883;2
paid search > snapchat > paid search > paid search > Tiktok;1;3.416;2
paid search > snapchat > Pinterest > paid search > paid search > paid search > paid search > paid search;1;4.795;3
FB > FB > FB;1;1.98;3
paid search > Pinterest > paid search > paid search > FB > paid search;0;0;3
snapchat > FB;2;22.145;6
FB > FB > snapchat > FB > Tiktok > Retargeting;1;3.142;2
FB;1;2.163;2
FB > FB > FB > paid search > FB > paid search > paid search > paid search > paid search;1;6.256;2
paid search > paid search > Pinterest > paid search > paid search;0;0;2
FB > FB > FB;1;1.95;3
paid search > Tiktok > paid search > snapchat > FB > FB > FB > Tiktok;1;2.47;2
paid search > paid search > paid search > paid search > Pinterest;1;2.041;2
FB > FB;1;2.6;2
FB > FB > Tiktok > snapchat > FB;0;0;3
paid search > paid search > paid search > paid search > Pinterest;1;3.4;2
paid search > Tiktok > Tiktok > display > display > Tiktok;1;8.258;3
paid search > paid search > snapchat > snapchat > paid search > paid search > Pinterest;1;5.568;3
Pinterest > paid search > paid search > paid search > Pinterest > FB;1;3.105;2
snapchat > paid search;0;0;2
paid search > FB > snapchat > paid search > FB > paid search;1;5.128;2
paid search > paid search > FB > FB > FB > snapchat > FB > Tiktok > Bing > FB > FB;1;5.8;2
paid search > FB > Pinterest > FB > paid search > paid search > FB > paid search > paid search > snapchat > paid search > Pinterest > FB > Pinterest > Tiktok;1;4.102;3
FB > Tiktok > Tiktok;0;0;2
paid search > snapchat;0;0;2
paid search > Tiktok > paid search > paid search > paid search;1;1.9;2
FB;1;5.926;3
FB > snapchat > FB;1;5.804;3
paid search > Pinterest > paid search > snapchat > Bing > Pinterest;1;2.27;2
snapchat > snapchat > paid search > Tiktok > Tiktok;1;1.83;3
display > display > display > display > display > display > display > display > snapchat > Tiktok;1;4.773;3
FB > paid search > snapchat > snapchat > paid search > paid search > retargeting> Retargeting;1;0.74;2
snapchat > paid search;1;1.499;3
snapchat > snapchat > snapchat > snapchat;1;3.225;2
paid search > Pinterest > Tiktok > Tiktok > Tiktok > FB > Tiktok;1;5.225;2
Pinterest > Pinterest > Pinterest > paid search > Pinterest > paid search > paid search > paid search > paid search > Tiktok > paid search > paid search > Bing > Tiktok > paid search;1;8.127;2
snapchat > snapchat > snapchat > paid search > paid search > paid search > paid search > paid search > Pinterest;1;7.732;2
snapchat;22;61.3913793103448;73
paid search > retargeting> snapchat;0;0;2
snapchat > Pinterest;4;30.082;11
FB > FB > FB > paid search > retargeting> paid search > FB > Tiktok;0;0;3
snapchat;77;125.016888888889;249
Tiktok > Tiktok > FB > Tiktok > FB > Tiktok > FB;1;10.32;2
FB > Tiktok > Tiktok > Tiktok > Tiktok > FB > Tiktok > Tiktok > Tiktok > Tiktok;1;9.252;3
FB > Retargeting;1;2.909;2
paid search > paid search > paid search > paid search > paid search > paid search;1;3.6;3
display > Pinterest > display > display > display;0;0;3
FB;1;3.3;2
paid search > paid search > paid search > paid search > paid search > paid search > paid search > Tiktok > paid search;1;3.9;2
FB > Tiktok;1;4.3;2
FB;1;5;2
snapchat > snapchat > snapchat > snapchat > paid search;1;3.087;3
FB > paid search > Pinterest > Bing > snapchat > Bing;1;1.083;2
snapchat > FB;1;3.677;2
snapchat > snapchat > FB > paid search > display;0;0;2
paid search > paid search > snapchat > paid search > display;0;0;2
paid search > paid search > paid search > Pinterest > paid search > paid search;1;7.2;3
FB > FB > snapchat > Pinterest > FB;0;0;2
display > display > paid search > paid search;1;0.934;2
FB;1;6.5465;5
snapchat > paid search;1;6.299;3
Pinterest > Tiktok > display > Tiktok;1;4.563;3
FB > Tiktok > Tiktok;1;2.39;3
snapchat > FB > snapchat;1;2.557;3
FB;0;0;3
paid search > Tiktok > snapchat > Tiktok;1;3.8;3
paid search > paid search > display;1;27.144;3
paid search > Pinterest > paid search > paid search > Pinterest > paid search > paid search;1;2.6;3
paid search > paid search > paid search > paid search > snapchat > paid search > FB > Pinterest > FB > Pinterest > FB > Tiktok > Pinterest > FB > FB;1;1.3;3
snapchat > FB > FB;1;1.971;2
Pinterest > Tiktok > Tiktok > snapchat > Tiktok > Tiktok > paid search > Tiktok > paid search > paid search > paid search > paid search > paid search;1;4.006;2
offline > snapchat > offline > FB;1;5.18;2
paid search > FB > Tiktok > FB > FB > Tiktok;1;6.32;2
snapchat > Tiktok > Tiktok;1;8.586;3
FB > Pinterest;1;0.968;2
snapchat > paid search > paid search > Pinterest;1;2.795;3
snapchat > FB > Tiktok > Tiktok > snapchat > snapchat > snapchat > FB > snapchat;1;0.942;2
snapchat > paid search > paid search;1;2.087;3
snapchat > snapchat > snapchat > FB;1;3.356;2
FB > FB > snapchat > FB > FB > FB > Pinterest > FB > Pinterest > FB > Pinterest;1;2.789;3
Tiktok > paid search > Tiktok;0;0;2
snapchat > snapchat > Tiktok;2;5.742;6
FB;3;16.7022;13
display > display > Tiktok > display > Tiktok > display > paid search > display;0;0;3
Pinterest > paid search > paid search > Tiktok > paid search;15;39.542;39
display > FB > display;1;5.1;3
Tiktok > paid search > FB;1;19.847;2
Pinterest > paid search > Tiktok > Pinterest > Pinterest;1;2.011;3
FB > snapchat > FB > retargeting> FB > FB > Tiktok;0;0;3
snapchat > Tiktok > Tiktok > snapchat > FB;1;1.09;2
snapchat > FB;2;9.951;6
snapchat > FB;3;32.709;11
Pinterest > FB > Tiktok > Tiktok > Tiktok > Tiktok > Bing > Tiktok > Tiktok > Tiktok > Bing > Bing;1;9.754;2
paid search > paid search > display > paid search > paid search > paid search > paid search;1;10.59;3
display > display > paid search > paid search;0;0;2
FB > Tiktok > Tiktok > Tiktok;1;9.69;3
paid search > Bing > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Pinterest;1;0.985;2
snapchat > Pinterest > snapchat > snapchat > snapchat > FB > Pinterest > snapchat > Pinterest > Tiktok > snapchat > Pinterest > Pinterest > snapchat > snapchat > snapchat > snapchat > FB > snapchat > FB > snapchat > snapchat > Pinterest > snapchat > Pinterest > Tiktok > Tiktok;0;0;2
paid search > paid search > paid search > paid search > snapchat > paid search > paid search > FB > snapchat > paid search > paid search > paid search > paid search > Tiktok > paid search > paid search > paid search > paid search > paid search;1;4.506;3
snapchat > Pinterest;1;4.286;2
paid search > Bing > Pinterest;1;3.4665;5
paid search > paid search > snapchat > FB;1;2.157;3
snapchat > snapchat;0;0;3
paid search > Tiktok > Pinterest > snapchat > FB > display;1;1.953;2
snapchat > Tiktok > FB;1;5.332;3
FB > display > display > display > display;0;0;3
snapchat > paid search > snapchat > FB > snapchat > snapchat > paid search > paid search > FB > FB > FB > paid search > paid search > Pinterest > Pinterest > FB > paid search > paid search > paid search > paid search > snapchat > paid search > FB > Pinterest;1;7.2;3
paid search > paid search > paid search > paid search > paid search > paid search > retargeting> paid search > retargeting> paid search > paid search > retargeting> paid search > paid search > FB > FB;1;9.97;3
paid search > retargeting> paid search;0;0;3
paid search > paid search > paid search > Tiktok > Tiktok > Tiktok > Tiktok;1;2.74;3
display > display > display > display > Pinterest > display;2;4.98;5
snapchat > Tiktok > FB > snapchat > Bing > snapchat > Tiktok > FB > FB > snapchat > snapchat > snapchat > FB > snapchat > FB;0;0;3
snapchat > snapchat > snapchat > snapchat > display > Tiktok;1;10.65;2
Pinterest > FB;1;1.296;2
FB;2;3.892;5
retargeting> retargeting> paid search;1;4.6;2
paid search > display > Tiktok > display > Bing > Pinterest > Pinterest;1;2.933;3
snapchat > FB > Pinterest;1;0.96;3
display > snapchat > display > display > retargeting> Retargeting;1;2.129;2
FB;3;6.105;8
paid search > paid search > paid search > display > paid search > display > display > paid search > display > display;1;3.623;3
snapchat > paid search > display > Bing > display;1;8.494;3
paid search > paid search > paid search > Pinterest > paid search > paid search > paid search > snapchat > paid search > paid search > FB;1;3.037;2
paid search > offline;1;2.86;3
snapchat > FB > FB > snapchat > FB;0;0;3
Tiktok > retargeting> Pinterest > Tiktok > Pinterest > retargeting> Tiktok > Pinterest;1;6.324;3
snapchat > FB > Tiktok > Bing > FB;1;6.127;3
Tiktok > Tiktok > Tiktok > Tiktok > FB;1;2.695;2
snapchat > paid search > paid search;1;2.297;2
FB > Pinterest;1;2.271;2
paid search > paid search > snapchat > paid search;2;5.8;5
FB > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;2.16;3
Pinterest > display > Pinterest > Tiktok > Tiktok > offline;0;0;3
FB > display;3;6.173;8
FB > Tiktok > FB > FB;0;0;2
Pinterest > Tiktok > paid search > paid search > Tiktok > Pinterest > paid search > paid search > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok;1;5.65;2
snapchat > paid search > FB > FB;1;2.8;2
Pinterest > Pinterest > Tiktok > snapchat > snapchat > Pinterest > display > Pinterest > paid search > Pinterest > snapchat;1;1.5;3
paid search > Pinterest > Tiktok > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Pinterest > Pinterest > Tiktok > Tiktok > Tiktok > Bing;0;0;3
paid search > FB;1;6.334;2
snapchat > snapchat > snapchat > FB;1;1.655;2
FB > Pinterest;1;2.33;3
FB;1;3.238;3
paid search > paid search > paid search > paid search > Pinterest > paid search;1;3.318;3
paid search > snapchat > Pinterest;1;3.202;2
Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > snapchat > Tiktok > Tiktok > Tiktok;1;1.08;2
paid search > display > display > display > display > display > display > display > display > display > display > display > display > display > Bing > display > display > display;1;2.719;2
display > snapchat > snapchat > snapchat > FB > snapchat > FB;0;0;2
paid search > Pinterest > Tiktok > Pinterest > paid search > paid search > paid search;1;2.069;2
paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > Bing > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;0;0;3
FB > display > Pinterest > display > Bing > display > paid search > FB > Bing;1;3.125;3
Pinterest > paid search > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok;1;4.718;2
snapchat > snapchat;1;1.5;3
snapchat > Tiktok > snapchat;1;9.156;3
FB;1;0.94;2
FB > paid search > Pinterest > display > Tiktok > display > display > display > display > display > Tiktok > display;2;8.258;6
snapchat > FB;2;24.2493333333333;8
snapchat > snapchat > FB > Tiktok;1;1.215;3
paid search > display > Bing;5;17.8107142857143;21
paid search > paid search > Pinterest > paid search > paid search > Tiktok > FB;1;2.406;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search > Pinterest > paid search;0;0;2
snapchat > FB;2;10.0006666666667;7
snapchat > snapchat;1;7.2;3
FB > Tiktok > Tiktok;1;1.235;3
FB > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > FB > snapchat > snapchat > snapchat > FB;1;3.526;2
snapchat > Tiktok > display;1;1.061;6
FB;1;2.35;2
Pinterest > Pinterest > Pinterest > Tiktok;0;0;2
FB;1;1.771;2
Pinterest > display > retargeting> paid search > retargeting> display > Tiktok > display > paid search > paid search > display > display > display;1;7.31;3
Pinterest > Pinterest > Pinterest > paid search > Tiktok > snapchat > snapchat > Tiktok > FB > FB;1;2.553;3
FB;1;3.978;2
paid search > paid search;5;27.9358333333333;18
Pinterest > FB > Pinterest > Tiktok;0;0;3
paid search > FB;0;0;3
Pinterest > paid search > Pinterest > display > display > display;1;5.72;3
snapchat > snapchat > Pinterest;1;7.186;2
paid search > paid search > paid search > FB > FB > snapchat > paid search;1;1.624;2
Bing > Pinterest > Bing;0;0;2
Pinterest > Pinterest > Tiktok > paid search > display > Tiktok > paid search;1;11.362;3
paid search > snapchat > FB > Pinterest > FB > FB > snapchat > FB > FB > FB > paid search > paid search > snapchat > FB > Pinterest;0;0;3
FB > Retargeting;1;7;3
display > Tiktok > Pinterest > display > Pinterest > Pinterest > Pinterest > Pinterest > Pinterest > paid search > paid search > paid search > paid search > paid search > paid search > display > display > Tiktok > display > display > display > Pinterest > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > display > paid search > Tiktok > display > Tiktok > paid search > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > display > Tiktok > display > Tiktok > Pinterest > display > display > display > display > Pinterest > display > Pinterest > display > paid search > paid search > Tiktok > display > paid search > paid search > Tiktok > Pinterest > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > FB > offline > Tiktok > Tiktok > Tiktok;1;2.334;2
